2;2
4;3
8;4
11;5
15;6
18;7
22;8
27;9
31;10
35;11
39;12
44;13
48;14
52;15
56;16
61;17
65;18
71;19
75;20
80;21
84;22
89;23
93;24
98;25
102;26
108;27
112;28
117;29
121;30
126;31
130;32
135;33
139;34
145;35
149;36
154;37
158;38
165;39
169;40
174;41
178;42
184;43
188;44
193;45
197;46
203;47
207;48
212;49
216;50
222;51
226;52
231;53
235;54
242;55
246;56
251;57
255;58
261;59
265;60
270;61
274;62
280;63
284;64
289;65
293;66
299;67
303;68
308;69
312;70
319;71
323;72
328;73
332;74
338;75
342;76
347;77
351;78
359;79
363;80
368;81
372;82
378;83
382;84
387;85
391;86
398;87
402;88
407;89
411;90
417;91
421;92
426;93
430;94
437;95
441;96
446;97
450;98
456;99
460;100
465;101
469;102
476;103
480;104
485;105
489;106
495;107
499;108
504;109
508;110
516;111
520;112
525;113
529;114
535;115
539;116
544;117
548;118
555;119
559;120
564;121
568;122
574;123
578;124
583;125
587;126
594;127
598;128
603;129
607;130
613;131
617;132
622;133
626;134
633;135
637;136
642;137
646;138
652;139
656;140
661;141
665;142
673;143
677;144
682;145
686;146
692;147
696;148
701;149
705;150
712;151
716;152
721;153
725;154
731;155
735;156
740;157
744;158
753;159
757;160
762;161
766;162
772;163
776;164
781;165
785;166
792;167
796;168
801;169
805;170
811;171
815;172
820;173
824;174
832;175
836;176
841;177
845;178
851;179
855;180
860;181
864;182
871;183
875;184
880;185
884;186
890;187
894;188
899;189
903;190
911;191
915;192
920;193
924;194
930;195
934;196
939;197
943;198
950;199
954;200
959;201
963;202
969;203
973;204
978;205
982;206
990;207
994;208
999;209
1003;210
1009;211
1013;212
1018;213
1022;214
1029;215
1033;216
1038;217
1042;218
1048;219
1052;220
1057;221
1061;222
1070;223
1074;224
1079;225
1083;226
1089;227
1093;228
1098;229
1102;230
1109;231
1113;232
1118;233
1122;234
1128;235
1132;236
1137;237
1141;238
1149;239
1153;240
1158;241
1162;242
1168;243
1172;244
1177;245
1181;246
1188;247
1192;248
1197;249
1201;250
1207;251
1211;252
1216;253
1220;254
1228;255
1232;256
1237;257
1241;258
1247;259
1251;260
1256;261
1260;262
1267;263
1271;264
1276;265
1280;266
1286;267
1290;268
1295;269
1299;270
1307;271
1311;272
1316;273
1320;274
1326;275
1330;276
1335;277
1339;278
